POS	NEG	POS/NEG	BEST_FIT
1.03127774142571	9.47547003995745	0.108836578774127	negative
8.78232285939751	0.445453222112551	19.7154772340574	positive
17.2265151579293	0.445453222112551	38.6718836070664	positive
1.03127774142571	8.78232285939751	0.117426534862834	negative
1.03127774142571	17.8123396772424	0.0578968153601572	negative
24.2844130953411	8.78232285939751	2.76514693027433	positive
8.78232285939751	8.78232285939751	1	neutral
1.03127774142571	0.445453222112551	2.31512017476245	positive
17.2265151579293	0.445453222112551	38.6718836070664	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
17.2265151579293	0.445453222112551	38.6718836070664	positive
9.47547003995745	9.47547003995745	1	neutral
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	8.78232285939751	1	neutral
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	8.78232285939751	0.117426534862834	negative
17.9196623384892	0.445453222112551	40.2279329207804	positive
1.03127774142571	17.8123396772424	0.0578968153601572	negative
8.78232285939751	0.445453222112551	19.7154772340574	positive
9.47547003995745	8.78232285939751	1.07892526745566	neutral
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	8.78232285939751	0.117426534862834	negative
1.03127774142571	8.78232285939751	0.117426534862834	negative
24.2844130953411	0.445453222112551	54.5161913526473	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	18.5054868578024	0.0557282145209216	negative
17.9196623384892	0.445453222112551	40.2279329207804	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
9.47547003995745	8.78232285939751	1.07892526745566	neutral
17.2265151579293	0.445453222112551	38.6718836070664	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	8.78232285939751	0.117426534862834	negative
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
16.5333679773693	0.445453222112551	37.1158342933523	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
34.8080469355527	17.8123396772424	1.95415355681907	neutral
1.03127774142571	9.47547003995745	0.108836578774127	negative
16.5333679773693	9.47547003995745	1.74485992859976	neutral
9.47547003995745	17.8123396772424	0.531961000724885	negative
1.03127774142571	9.47547003995745	0.108836578774127	negative
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
17.2265151579293	8.78232285939751	1.96149873259283	neutral
16.5333679773693	0.445453222112551	37.1158342933523	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
17.9196623384892	0.445453222112551	40.2279329207804	positive
8.78232285939751	9.47547003995745	0.926848253686942	negative
1.03127774142571	0.445453222112551	2.31512017476245	positive
16.5333679773693	0.445453222112551	37.1158342933523	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	17.1191924966825	0.513010345616444	negative
17.9196623384892	35.1792261323723	0.509381936687895	negative
9.47547003995745	0.445453222112551	21.2715265477714	positive
17.9196623384892	0.445453222112551	40.2279329207804	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	8.78232285939751	0.117426534862834	negative
17.2265151579293	17.8123396772424	0.967111309916146	negative
17.2265151579293	0.445453222112551	38.6718836070664	positive
1.03127774142571	8.78232285939751	0.117426534862834	negative
8.78232285939751	0.445453222112551	19.7154772340574	positive
17.9196623384892	0.445453222112551	40.2279329207804	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	17.1191924966825	0.0602410272345239	negative
8.78232285939751	0.445453222112551	19.7154772340574	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
1.03127774142571	9.47547003995745	0.108836578774127	negative
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
9.47547003995745	17.8123396772424	0.531961000724885	negative
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
16.5333679773693	0.445453222112551	37.1158342933523	positive
24.9775602759011	0.445453222112551	56.0722406663613	positive
1.03127774142571	8.78232285939751	0.117426534862834	negative
1.03127774142571	8.78232285939751	0.117426534862834	negative
17.2265151579293	0.445453222112551	38.6718836070664	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
9.47547003995745	0.445453222112551	21.2715265477714	positive
16.5333679773693	0.445453222112551	37.1158342933523	positive
17.9196623384892	0.445453222112551	40.2279329207804	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
17.2265151579293	0.445453222112551	38.6718836070664	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
8.78232285939751	9.47547003995745	0.926848253686942	negative
17.2265151579293	0.445453222112551	38.6718836070664	positive
9.47547003995745	8.78232285939751	1.07892526745566	neutral
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
8.78232285939751	0.445453222112551	19.7154772340574	positive
9.47547003995745	8.78232285939751	1.07892526745566	neutral
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
1.03127774142571	8.78232285939751	0.117426534862834	negative
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
34.1148997549927	0.445453222112551	76.5846963530843	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
17.2265151579293	0.445453222112551	38.6718836070664	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	8.78232285939751	0.117426534862834	negative
8.78232285939751	0.445453222112551	19.7154772340574	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
9.47547003995745	8.78232285939751	1.07892526745566	neutral
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
24.2844130953411	0.445453222112551	54.5161913526473	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
17.2265151579293	0.445453222112551	38.6718836070664	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
17.2265151579293	0.445453222112551	38.6718836070664	positive
16.5333679773693	0.445453222112551	37.1158342933523	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
17.2265151579293	0.445453222112551	38.6718836070664	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	17.8123396772424	0.0578968153601572	negative
9.47547003995745	0.445453222112551	21.2715265477714	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
1.03127774142571	8.78232285939751	0.117426534862834	negative
9.47547003995745	9.47547003995745	1	neutral
1.03127774142571	9.47547003995745	0.108836578774127	negative
8.78232285939751	9.47547003995745	0.926848253686942	negative
8.78232285939751	17.8123396772424	0.493047124551418	negative
24.2844130953411	0.445453222112551	54.5161913526473	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
17.2265151579293	0.445453222112551	38.6718836070664	positive
16.5333679773693	0.445453222112551	37.1158342933523	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
9.47547003995745	8.78232285939751	1.07892526745566	neutral
1.03127774142571	8.78232285939751	0.117426534862834	negative
1.03127774142571	0.445453222112551	2.31512017476245	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
16.5333679773693	18.5054868578024	0.893430586528906	negative
1.03127774142571	8.78232285939751	0.117426534862834	negative
8.78232285939751	0.445453222112551	19.7154772340574	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
1.03127774142571	0.445453222112551	2.31512017476245	positive
1.03127774142571	9.47547003995745	0.108836578774127	negative
1.03127774142571	0.445453222112551	2.31512017476245	positive
9.47547003995745	0.445453222112551	21.2715265477714	positive
8.78232285939751	0.445453222112551	19.7154772340574	positive
8.78232285939751	18.5054868578024	0.474579400524914	negative
9.47547003995745	8.78232285939751	1.07892526745566	neutral
