OMCL	121.52	0.58	0.48	Current Report Filing (8-k)	2021-01-13 08:11:10
SJR	17.535	-0.215	-1.21	Report of Foreign Issuer Pursuant to Rule 13a-16 or 15d-16 (6-k)	2021-01-13 08:09:48
SJRWF	20.2	0	0	Report of Foreign Issuer Pursuant to Rule 13a-16 or 15d-16 (6-k)	2021-01-13 08:09:48
SPNS	31.29	-0.29	-0.92	Croatia osiguranje Goes Live with Sapiens IDITSuite for its New Digital Brand LAQO	2021-01-13 08:09:00
WBA	47.85	-0.11	-0.23	Walgreens Expands Financial Services Business Strategy, in Partnership with Synchrony and Mastercard	2021-01-13 08:09:00
SYF	37.3	0.74	2.02	Walgreens Expands Financial Services Business Strategy, in Partnership with Synchrony and Mastercard	2021-01-13 08:09:00
MA	347.6	4.68	1.36	Walgreens Expands Financial Services Business Strategy, in Partnership with Synchrony and Mastercard	2021-01-13 08:09:00
WIT	6.405	-0.115	-1.76	Wipro Limited Announces Results for the Quarter ended December 31, 2020 under IFRS	2021-01-13 08:08:00
LWEL	10	0	0	Current Report Filing (8-k)	2021-01-13 08:06:55
IDRA	4.17	-0.05	-1.18	Current Report Filing (8-k)	2021-01-13 08:06:17
ORAN	12.42	0.12	0.98	BNP Paribas Joins Forces With Orange Business Services to Deploy SD-WAN for 1,800 Retail Sites in France	2021-01-13 08:06:00
SPNS	31.29	-0.29	-0.92	Croatia osiguranje Goes Live with Sapiens IDITSuite for its New Digital Brand LAQO	2021-01-13 08:06:00
CSGS	44.23	-0.46	-1.03	Current Report Filing (8-k)	2021-01-13 08:05:29
F	9.73	-0.05	-0.51	Ford Motor Reaches Analyst Target Price	2021-01-13 08:05:27
SEAC	1.065	-0.145	-11.98	Current Report Filing (8-k)	2021-01-13 08:05:19
QUOT	9.61	-0.28	-2.83	Quotient to Announce Fourth Quarter and Full Year 2020 Financial Results on February 10, 2021	2021-01-13 08:05:00
REL	0	0	0	Roughrider Expands Eldorado Property Based on New Results from Adjacent Red Chris Mine and Provides Company Update	2021-01-13 08:05:00
QUIS	0.98	0.01	1.03	Quisitive's LedgerPay Executes LOI with Bank Sponsor to Enable Payment Processing	2021-01-13 08:04:00
URGN	20.9	-0.145	-0.69	Current Report Filing (8-k)	2021-01-13 08:03:49
PPG	150.34	-0.94	-0.62	PPG Launches Traffic Solutions Business Following Ennis-Flint Acquisition	2021-01-13 08:03:00
SESN	1.5264	-0.0736	-4.6	Current Report Filing (8-k)	2021-01-13 08:02:49
IBT	0	0	0	IBEX to Livestream Annual Meeting on January 20	2021-01-13 08:02:30
STIM	14.12	2.45	20.99	Current Report Filing (8-k)	2021-01-13 08:02:08
SJR	17.535	-0.215	-1.21	Shaw Declares Dividend Payable on Preferred Shares	2021-01-13 08:02:00
NVTA	53.255	5.665	11.9	Pacific Biosciences and Invitae to Develop Ultra-High-Throughput Clinical Whole Genome Sequencing Platform	2021-01-13 08:02:00
SJR	17.535	-0.215	-1.21	Shaw Declares Monthly Dividends	2021-01-13 08:02:00
PACB	35.9	2.665	8.02	Pacific Biosciences and Invitae to Develop Ultra-High-Throughput Clinical Whole Genome Sequencing Platform	2021-01-13 08:02:00
CBD.U	1.85	0.05	2.78	HempFusion kündigt USDA-Bio-Zertifizierung für seine CBD-Tinkturen an	2021-01-13 08:02:00
ENTG	105.3	1.69	1.63	Current Report Filing (8-k)	2021-01-13 08:01:43
MATX	64.26	-1.96	-2.96	Current Report Filing (8-k)	2021-01-13 08:01:40
IVZ	19.585	0.005	0.03	Current Report Filing (8-k)	2021-01-13 08:01:39
SJR	17.535	-0.215	-1.21	Shaw Announces First Quarter Fiscal 2021 Results	2021-01-13 08:01:00
SWKS	157.86	-0.32	-0.2	Skyworks Fuels 5G Small Cell Carrier Roll Outs, Accelerates Global 5G Infrastructure Upgrade Cycle	2021-01-13 08:01:00
EQIX	686	9.47	1.4	MEDIA ALERT: Equinix to Speak at Upcoming 2021 Pacific Telecommunications Council Conference	2021-01-13 08:01:00
HOTH	2.165	-0.075	-3.35	FDA Grants Hoth Therapeutics Pre-IND Meeting Regarding Proposed Drug Development Plan for HT-001 Treatment for Cancer Patient...	2021-01-13 08:01:00
OMCL	121.52	0.58	0.48	Omnicell Announces Preliminary Fiscal Year 2020 Financial Results	2021-01-13 08:01:00
LIVE	23.38	10.8799	87.04	Current Report Filing (8-k)	2021-01-13 08:00:54
ORCC	12.7	-0.01	-0.08	Current Report Filing (8-k)	2021-01-13 08:00:54
BCE	43.3	0.08	0.19	Bell Let's Talk launches Post-Secondary Fund to enhance student mental health	2021-01-13 08:00:00
CTM	0	0	0	Canterra Minerals Doubles its Land Position on the Rogerson Lake Structural Corridor, Newfoundland	2021-01-13 08:00:00
ATEX	38.32	1.66	4.53	Xcel Energy to Launch Initial Deployment of 900 MHz Wireless Private Broadband	2021-01-13 08:00:00
AHC	1.84	0.02	1.1	Apollo Healthcare Corp. Commences Process to Join OTC QX Marketplace in the United States and Retains Hybrid Financial	2021-01-13 08:00:00
BDI	2.96	0.22	8.03	Black Diamond Group Limited Announces Normal Course Issuer Bid	2021-01-13 08:00:00
FDC	0	0	0	Facedrive Health’s TraceSCAN Endorsed by LiUNA as the Wearable Contact-Tracing Solution of Choice, Following Provincial Sta...	2021-01-13 08:00:00
JCI	51.495	-0.345	-0.67	Johnson Controls Announces First Quarter 2021 Earnings Conference Call Webcast	2021-01-13 08:00:00
BTB.UN	3.55	-0.06	-1.66	BTB Announces its Distribution for the Month of January 2021	2021-01-13 08:00:00
DEFN	24.7049	0	0	Defense Metals Corp. and SRC Investigate XRT Ammenability of Wicheeda Rare Earth Element Mineralization	2021-01-13 08:00:00
URGN	20.9	-0.145	-0.69	UroGen Pharma & MD Anderson Announce Strategic Research Collaboration to Advance Investigational Treatment for High-Grade Bla...	2021-01-13 08:00:00
HWM	28.245	-0.625	-2.16	Howmet Aerospace to Host Webcast and Announce Fourth Quarter 2020 and Full Year 2020 Results	2021-01-13 08:00:00
MKTX	536.57	7.89	1.49	MarketAxess Appoints Raj Paranandi as Chief Operating Officer for EMEA & APAC	2021-01-13 08:00:00
LTBR	5.955	0.105	1.79	Lightbridge CEO Seth Grae to Participate at the 2021 Atlantic Council Global Energy Forum	2021-01-13 08:00:00
DLX	31.93	-0.74	-2.27	Deluxe to Report Fourth Quarter and Full Year 2020 Results on February 4, 2021	2021-01-13 08:00:00
ESTA	50.7	0.81	1.62	Establishment Labs Announces Participation in the 39th Annual J.P. Morgan Healthcare Conference	2021-01-13 08:00:00
XEL	64.57	1.17	1.85	Xcel Energy to Launch Initial Deployment of 900 MHz Wireless Private Broadband	2021-01-13 08:00:00
MSI	173.84	-0.4	-0.23	Xcel Energy to Launch Initial Deployment of 900 MHz Wireless Private Broadband	2021-01-13 08:00:00
OR	12.31	-0.05	-0.4	Osisko Announces Preliminary Q4 2020 Sales and Provides Royalty & Stream Portfolio Update	2021-01-13 08:00:00
OR	12.31	-0.05	-0.4	Osisko Announces Preliminary Q4 2020 Sales and Provides Royalty & Stream Portfolio Update	2021-01-13 08:00:00
XPER	21.435	-0.175	-0.81	TiVo and Cox Communications Extend IP Agreement	2021-01-13 08:00:00
AFIB	29.87	-4.13	-12.15	Acutus Medical Reports Preliminary, Unaudited Fourth Quarter and Full Year 2020 Results	2021-01-13 08:00:00
GBRC	0.49	0	0	CEO End of Year Address	2021-01-13 08:00:00
FLIR	54.0764	0.3664	0.68	FLIR Receives Awards Worth Up to More than $23M from US Customs & Border Protection to Deliver Improved Capabilities for Grou...	2021-01-13 08:00:00
GFP	0	0	0	GreenFirst Announces Strategic Review by 1347 Investors LLC of its Surplus Real Estate Assets	2021-01-13 08:00:00
ICL	5.54	0.02	0.36	GreenFirst Announces Strategic Review by 1347 Investors LLC of its Surplus Real Estate Assets	2021-01-13 08:00:00
HSKA	154.365	0.105	0.07	Heska Corporation to Acquire Lacuna Diagnostics, a Pioneer and Market Leader in Point-of-Care Digital Cytology	2021-01-13 08:00:00
KTRA	1.4253	0.0053	0.37	Kintara Announces Initiation of Patient Recruitment for VAL-083's Study Arm in the GBM AGILE Trial	2021-01-13 08:00:00
MS	75.125	-0.675	-0.89	Morgan Stanley Private Credit Announces Junior Capital Financing for Talent Systems	2021-01-13 08:00:00
PINE	14.7156	-0.0144	-0.1	CTO Realty Growth Announces Fourth Quarter 2020 Earnings Release and Conference Call Information	2021-01-13 08:00:00
QCOM	155.95	1.5	0.97	Qualcomm to Acquire NUVIA	2021-01-13 08:00:00
BRAG	1.75	0.1	6.06	Bragg Gaming Launches with Betway	2021-01-13 08:00:00
CSGS	44.23	-0.46	-1.03	CSG Names Ken Kennedy Chief Operating Officer	2021-01-13 08:00:00
VBTX	28.35	-0.63	-2.17	Veritex Holdings, Inc. Announces Dates of Fourth Quarter and Year End 2020 Earnings Release and Conference Call	2021-01-13 08:00:00
FDC	0	0	0	Facedrive Health’s TraceSCAN Endorsed by LiUNA as the Wearable Contact-Tracing Solution of Choice, Following Provincial Sta...	2021-01-13 08:00:00
AFIB	29.87	-4.13	-12.15	Acutus Medical Reports Preliminary, Unaudited Fourth Quarter and Full Year 2020 Results	2021-01-13 08:00:00
AHC	1.84	0.02	1.1	Apollo Healthcare Corp. Commences Process to Join OTC QX Marketplace in the United States and Retains Hybrid Financial	2021-01-13 08:00:00
BTB.UN	3.55	-0.06	-1.66	BTB Announces its Distribution for the Month of January 2021	2021-01-13 08:00:00
JCI	51.495	-0.345	-0.67	Johnson Controls Announces First Quarter 2021 Earnings Conference Call Webcast	2021-01-13 08:00:00
GFP	0	0	0	GreenFirst Announces Strategic Review by 1347 Investors LLC of its Surplus Real Estate Assets	2021-01-13 08:00:00
DLX	31.93	-0.74	-2.27	Deluxe to Report Fourth Quarter and Full Year 2020 Results on February 4, 2021	2021-01-13 08:00:00
GBRC	0.49	0	0	CEO End of Year Address	2021-01-13 08:00:00
BRAG	1.75	0.1	6.06	Bragg Gaming Launches with Betway	2021-01-13 08:00:00
BCE	43.3	0.08	0.19	Bell Cause pour la cause lance le Fonds postsecondaire afin de bonifier les services de santé mentale offerts aux étudiants	2021-01-13 08:00:00
LTBR	5.955	0.105	1.79	Lightbridge CEO Seth Grae to Participate at the 2021 Atlantic Council Global Energy Forum	2021-01-13 08:00:00
MSI	173.84	-0.4	-0.23	Xcel Energy to Launch Initial Deployment of 900 MHz Wireless Private Broadband	2021-01-13 08:00:00
OR	12.31	-0.05	-0.4	Osisko Announces Preliminary Q4 2020 Sales and Provides Royalty & Stream Portfolio Update	2021-01-13 08:00:00
ICL	5.54	0.02	0.36	GreenFirst Announces Strategic Review by 1347 Investors LLC of its Surplus Real Estate Assets	2021-01-13 08:00:00
CSGS	44.23	-0.46	-1.03	CSG Names Ken Kennedy Chief Operating Officer	2021-01-13 08:00:00
BCE	43.3	0.08	0.19	Bell Let's Talk launches Post-Secondary Fund to enhance student mental health	2021-01-13 08:00:00
XEL	64.57	1.17	1.85	Xcel Energy to Launch Initial Deployment of 900 MHz Wireless Private Broadband	2021-01-13 08:00:00
KTRA	1.4253	0.0053	0.37	Kintara Announces Initiation of Patient Recruitment for VAL-083's Study Arm in the GBM AGILE Trial	2021-01-13 08:00:00
NVEE	91.155	-0.715	-0.78	NV5 Announces $15 Million in Infrastructure Improvement Contracts	2021-01-13 08:00:00
ODV	8.1	0	0	Osisko Continues to Define and Expand Multiple High-Grade Vein Corridors at Valley Zone on Cariboo Gold Project	2021-01-13 08:00:00
OR	12.31	-0.05	-0.4	Osisko Announces Preliminary Q4 2020 Sales and Provides Royalty & Stream Portfolio Update	2021-01-13 08:00:00
XPER	21.435	-0.175	-0.81	TiVo and Cox Communications Extend IP Agreement	2021-01-13 08:00:00
MS	75.125	-0.675	-0.89	Morgan Stanley Private Credit Announces Junior Capital Financing for Talent Systems	2021-01-13 08:00:00
PINE	14.7156	-0.0144	-0.1	CTO Realty Growth Announces Fourth Quarter 2020 Earnings Release and Conference Call Information	2021-01-13 08:00:00
QCOM	155.95	1.5	0.97	Qualcomm to Acquire NUVIA	2021-01-13 08:00:00
VIAC	42.615	0.835	2	Deer Squad Goes Global on Nickelodeon Channels	2021-01-13 08:00:00
CTO	46.76	0.81	1.76	CTO Realty Growth Announces Fourth Quarter 2020 Earnings Release and Conference Call Information	2021-01-13 08:00:00
GBLT	0.28	0.02	7.69	GBLT Corp. Receives €195,000 in PPE Orders From German Retailers and Announces Launch of Online Strategy for Mobile Energy	2021-01-13 08:00:00
BGFV	12.156	-0.744	-5.77	Big 5 Sporting Goods Corporation Announces Fiscal 2020 Fourth Quarter and Full Year Sales Results and Update of Earnings Guid...	2021-01-13 08:00:00
BR	153.705	-1.055	-0.68	Broadridge Partners with AI Company Fligoo, Providing Innovative Predictive Analytics to Wealth Management	2021-01-13 08:00:00
EVR	117.63	-1.44	-1.21	Evercore to Announce Fourth Quarter and Full Year 2020 Financial Results and Host Conference Call on February 3, 2021	2021-01-13 08:00:00
HP	24.72	-1.67	-6.33	Hello Pal Year In Review: 900% Revenue Growth in 2020	2021-01-13 08:00:00
LIVE	23.38	10.8799	87.04	Live Ventures Announces Fiscal 2020 Financial Results	2021-01-13 08:00:00
PFS	19.06	-0.69	-3.49	Provident Bank Opens New Wyckoff, N.J. Branch; Names Cornicelli Banking Center Manager	2021-01-13 08:00:00
PTQ	1.98	0.16	8.79	Protech Home Medical Submits Application to List on Nasdaq	2021-01-13 08:00:00
BTCUSD	34669.48	606.71	1.78	Crypto exchange owner gets 10 years in prison for aiding scammers	2021-01-13 07:59:31
AMNL	0.0278	0.0017	6.63	Current Report Filing (8-k)	2021-01-13 07:58:53
NFE	57.3	-1.15	-1.97	New Fortress Energy to Acquire Power Purchase Agreements and Build LNG-to-Power Project at the Suape Port in Brazil	2021-01-13 07:58:00
CJT	213.78	-4.22	-1.94	L'OCRCVM permet la reprise de la négociation - CJT	2021-01-13 07:57:00
NFE	57.3	-1.15	-1.97	New Fortress Energy to Acquire Hygo Energy Transition Ltd. and Golar LNG Partners LP in Combined $5 Billion Transaction	2021-01-13 07:57:00
GMLP	3.3802	0.5902	21.15	New Fortress Energy to Acquire Hygo Energy Transition Ltd. and Golar LNG Partners LP in Combined $5 Billion Transaction	2021-01-13 07:57:00
GLNG	13.31	1.07	8.74	New Fortress Energy to Acquire Hygo Energy Transition Ltd. and Golar LNG Partners LP in Combined $5 Billion Transaction	2021-01-13 07:57:00
ENTG	105.3	1.69	1.63	Entegris Declares Quarterly Cash Dividend	2021-01-13 07:56:00
CJT	213.78	-4.22	-1.94	IIROC Trade Resumption - CJT	2021-01-13 07:56:00
BTCUSD	34669.48	606.71	1.78	ECB president Lagarde renews calls for global regulation of Bitcoin	2021-01-13 07:52:08
VB	205.77	-1.03	-0.5	VersaBank Achieves Record Loan Assets with Significantly Increased Origination Activity to Date in the First Quarter of 2021	2021-01-13 07:50:00
LSTR	146.75	-1.32	-0.89	Landstar to Release Fourth Quarter Results on Wednesday, January 27, 2021	2021-01-13 07:50:00
XPOA	10.6498	0.1298	1.23	Statement of Ownership (sc 13g)	2021-01-13 07:47:33
J	112.75	-0.83	-0.73	Jacobs Serves as Designer of Record for West Lake Commuter Rail Corridor	2021-01-13 07:45:00
JEC	0	0	0	Jacobs Serves as Designer of Record for West Lake Commuter Rail Corridor	2021-01-13 07:45:00
AEE	75	0.76	1.02	Ameren Corporation Fourth Quarter 2020 Earnings Webcast Feb. 19, 2021	2021-01-13 07:45:00
MRKR	1.98	0.06	3.13	Current Report Filing (8-k)	2021-01-13 07:43:34
MOGO	4.58	-0.08	-1.72	Mogo Appoints Former Square Canada Head of Marketing as Vice President of Marketing	2021-01-13 07:41:00
MOGO	4.58	-0.08	-1.72	Mogo Appoints Former Square Canada Head of Marketing as Vice President of Marketing	2021-01-13 07:41:00
CYCN	3.66	0.31	9.25	Current Report Filing (8-k)	2021-01-13 07:40:44
KF	43.67	-0.3	-0.68	Initial Statement of Beneficial Ownership (3)	2021-01-13 07:40:03
BTCUSD	34669.48	606.71	1.78	‘Drive your lambos to the moon,’ says Lindsay Lohan in crypto promotion vid	2021-01-13 07:38:04
INFY	18.475	-0.125	-0.67	Transformational approach to client partnerships drive record large deals of $7.13bn in Q3	2021-01-13 07:34:00
ACOR	5.67	1.43	33.73	Prospectus Filed Pursuant to Rule 424(b)(5) (424b5)	2021-01-13 07:31:57
CVET	32.76	0.18	0.55	Current Report Filing (8-k)	2021-01-13 07:31:32
FTFT	6.205	-0.285	-4.39	Prospectus Filed Pursuant to Rule 424(b)(5) (424b5)	2021-01-13 07:31:22
WM	116.255	-0.145	-0.12	Wallbridge’s Infill Wedge Drilling Results Average 9.26 g Au/t over 31.34 metres in Tabasco Shear Zone	2021-01-13 07:31:13
BIG	47.83	-0.98	-2.01	Current Report Filing (8-k)	2021-01-13 07:31:06
CYTK	19.58	-0.1	-0.51	Current Report Filing (8-k)	2021-01-13 07:30:48
CSIQ	55.18	-0.8	-1.43	Report of Foreign Issuer Pursuant to Rule 13a-16 or 15d-16 (6-k)	2021-01-13 07:30:33
PAR	65.11	5.79	9.76	CKE Restaurants Selects PAR Technology’s Cloud-Based Brink POS® Software	2021-01-13 07:30:00
ASND	170.975	-2.235	-1.29	Ascendant Resources Intersects High-Grade Sulfides and Strong Stockwork Mineralization Across Wide Intercepts in the South Zo...	2021-01-13 07:30:00
KMPH	6.09	0.09	1.5	KemPharm Participating in BIO @ JPM and Fierce JPM Week 2021 Virtual Events During “J.P. Morgan Week 2021”	2021-01-13 07:30:00
REAX	1.1	0	0	The Real Brokerage Inc. Announces Preliminary Q4 2020 Business Updates	2021-01-13 07:30:00
CYTK	19.58	-0.1	-0.51	Cytokinetics Announces First Patient Dosed in Cohort 2 of Redwood-HCM	2021-01-13 07:30:00
ETHUSD	1067.25	18.38	1.75	Valid Points: Price Dips, 60K Validators and Eth 2.0’s ‘Graffiti’ Messages	2021-01-13 07:30:00
HARP	21.93	-0.14	-0.63	Harpoon Therapeutics Granted Orphan Drug Designation from FDA for HPN217 for Treatment of Multiple Myeloma	2021-01-13 07:30:00
MNRO	56.97	-1.63	-2.78	Monro, Inc. to Report Third Quarter Fiscal 2021 Earnings on January 27, 2021	2021-01-13 07:30:00
OGN	0.335	0.01	3.08	Orogen appoints Mr. Daniel Pace as Vice President of Exploration	2021-01-13 07:30:00
SLRX	1.2199	0.0799	7.01	Salarius Pharmaceuticals Receives Second Installment of $1.7 Million in Payments from the Cancer Prevention and Research Inst...	2021-01-13 07:30:00
VERI	37.84	1.01	2.74	Veritone Named to Forbes’ 2021 List of Best Small-Cap Companies in America	2021-01-13 07:30:00
GGD	2.52	-0.07	-2.7	GoGold Reports Record Quarterly Production of 614K AgEq Oz at Parral	2021-01-13 07:30:00
SHYF	30.57	-0.47	-1.51	Spartan RV Chassis to Showcase Mobile Technology and Extended Owner Support at Upcoming RV Shows	2021-01-13 07:30:00
GGD	2.52	-0.07	-2.7	GoGold Reports Record Quarterly Production of 614K AgEq Oz at Parral	2021-01-13 07:30:00
HASI	68.4407	-1.6793	-2.39	Hannon Armstrong Named to Real Leaders Top Impact Companies List of 2021	2021-01-13 07:30:00
INFY	18.475	-0.125	-0.67	Transformational approach to client partnerships drive record large deals of $7.13bn in Q3	2021-01-13 07:30:00
GBR	2.4999	0.3599	16.82	Great Bear Drills Multiple Shallow High-Grade Gold Intercepts at LP Fault Including 16.56 g/t Gold Over 11.00 m; Provides Hig...	2021-01-13 07:30:00
INFY	18.475	-0.125	-0.67	Transformational approach to client partnerships drive record large deals of $7.13bn in Q3	2021-01-13 07:30:00
MRV	1.3	0.04	3.17	Miravo Healthcare™ Announces the Canadian Commercial Launch of NeoVisc®+ and NeoVisc® ONE for the Treatment of Pain and I...	2021-01-13 07:30:00
ABBV	111.81	2.03	1.85	Harpoon Therapeutics Granted Orphan Drug Designation from FDA for HPN217 for Treatment of Multiple Myeloma	2021-01-13 07:30:00
ASND.WT	0	0	0	Ascendant Resources Intersects High-Grade Sulfides and Strong Stockwork Mineralization Across Wide Intercepts in the South Zo...	2021-01-13 07:30:00
ADS	73.925	0.185	0.25	Alliance Data Schedules Fourth-Quarter 2020 and Full-Year 2020 Earnings Conference Call For January 28, 2021	2021-01-13 07:30:00
OPGN	2.105	-0.095	-4.32	OpGen Announces Preliminary Unaudited Revenue for Fiscal 2020 and Provides Business Update	2021-01-13 07:30:00
RIDE	26.6	1.15	4.52	Lordstown Motors Corp. Advances to Next Stage in Department of Energy’s Advanced Technology Vehicles Manufacturing Loan Pro...	2021-01-13 07:30:00
MRV	1.3	0.04	3.17	Miravo Healthcare™ Announces the Canadian Commercial Launch of NeoVisc®+ and NeoVisc® ONE for the Treatment of Pain and I...	2021-01-13 07:30:00
TREE	307.555	-5.755	-1.84	LendingTree Lifts 4Q Sales Outlook; Shares Spike 16%	2021-01-13 07:29:01
MLCO	17.085	-0.765	-4.29	Melco Resorts Finance Announces Proposed 5.375% Senior Notes Offering	2021-01-13 07:27:35
TTWO	201.175	2.025	1.02	Current Report Filing (8-k)	2021-01-13 07:27:16
SG	12.15	-0.15	-1.22	Current Report Filing (8-k)	2021-01-13 07:26:10
DHR	240.03	-0.66	-0.27	Current Report Filing (8-k)	2021-01-13 07:24:31
DHR-A	1610.23	-21.92	-1.34	Current Report Filing (8-k)	2021-01-13 07:24:31
CL	82.8922	0.6322	0.77	Colgate-Palmolive, Harvard School of Dental Medicine Establish Scholarship to Support Underrepresented Minority Dental Students	2021-01-13 07:19:00
INFY	18.475	-0.125	-0.67	Infosys to Onboard Award-Winning Experience Design Agency, Carter Digital	2021-01-13 07:18:00
HL-B	58.35	0	0	Current Report Filing (8-k)	2021-01-13 07:17:49
HL	5.875	-0.225	-3.69	Current Report Filing (8-k)	2021-01-13 07:17:49
ARMT	0	0	0	Annual Statement of Changes in Beneficial Ownership (5)	2021-01-13 07:16:44
CRD.A	7.8	-0.07	-0.89	Current Report Filing (8-k)	2021-01-13 07:16:36
CRD.B	7.531	-0.029	-0.38	Current Report Filing (8-k)	2021-01-13 07:16:36
INTZ	22.6	2.47	12.27	INTRUSION Successfully Completes Beta Testing of its Newest Cybersecurity Solution, Shield; Announces General Availability	2021-01-13 07:15:00
ACOR	5.67	1.43	33.73	Current Report Filing (8-k)	2021-01-13 07:13:16
OPRA	9.28	-0.1	-1.07	Amended Statement of Beneficial Ownership (sc 13d/a)	2021-01-13 07:13:15
GKOS	82.78	4.79	6.14	Current Report Filing (8-k)	2021-01-13 07:11:22
BA	206.18	-2.23	-1.07	Boeing Jet Deliveries Down 59% In 2020; Street Says Hold	2021-01-13 07:09:14
BHC	25.41	1.94	8.27	Current Report Filing (8-k)	2021-01-13 07:08:00
FLXN	11.91	-0.3	-2.46	Current Report Filing (8-k)	2021-01-13 07:06:45
EVH	17.215	0.225	1.32	Current Report Filing (8-k)	2021-01-13 07:05:47
CSTL	74.675	-4.325	-5.47	Current Report Filing (8-k)	2021-01-13 07:05:44
EW	88.96	1.11	1.26	Edwards Lifesciences To Host Earnings Conference Call On January 27, 2021	2021-01-13 07:05:00
VLDR	22.91	-0.35	-1.5	?????·?????????????????????	2021-01-13 07:05:00
INFY	18.475	-0.125	-0.67	Infosys to Onboard Award-Winning Experience Design Agency, Carter Digital	2021-01-13 07:05:00
INFY	18.475	-0.125	-0.67	Infosys to Onboard Award-Winning Experience Design Agency, Carter Digital	2021-01-13 07:05:00
WDR	25.02	-0.13	-0.52	Current Report Filing (8-k)	2021-01-13 07:02:24
BTCUSD	34669.48	606.71	1.78	Digital ruble could be still vulnerable to fraud, Russian banks warn	2021-01-13 07:01:16
KMDA	7.01	-0.03	-0.43	Report of Foreign Issuer Pursuant to Rule 13a-16 or 15d-16 (6-k)	2021-01-13 07:01:13
MRNS	13.283	1.143	9.42	Marinus Pharmaceuticals Receives Positive Response from FDA on Sufficiency of One Phase 3 Clinical Trial for Filing of New Dr...	2021-01-13 07:01:00
SO	59.61	0.79	1.34	Southern Company joins Apple in announcing launch of new digital learning hub, global headquarters for innovation for HBCUs	2021-01-13 07:01:00
ESPR	26.81	-3.47	-11.46	Current Report Filing (8-k)	2021-01-13 07:00:58
BTCUSD	34669.48	606.71	1.78	Largest Bitcoin Holders in Existence Move 55,736 BTC Worth $1.97 Billion – Here’s Where the Crypto Is Going	2021-01-13 07:00:06
AAPL	130.8	2	1.55	Apple Launches Major New Racial Equity & Justice Initiative Projects to Challenge Systemic Racism, Advance Racial Equity Nati...	2021-01-13 07:00:00
BDSX	23.21	0.9	4.03	HiberCell and Biodesix Initiate Broad Collaboration for Companion Diagnostic Discovery, Development and Commercialization	2021-01-13 07:00:00
CSIQ	55.18	-0.8	-1.43	Canadian Solar Subsidiary Recurrent Energy Completes Sale and Breaks Ground on the Slate Project, Expected to Be One of the L...	2021-01-13 07:00:00
CSTL	74.675	-4.325	-5.47	Castle Biosciences Announces Preliminary Fourth Quarter and Full-Year 2020 Results	2021-01-13 07:00:00
EPIX	15.55	1.44	10.21	ESSA Pharma Announces Clinical Collaboration with Janssen to Evaluate EPI-7386 Combination for Patients with Metastatic Castr...	2021-01-13 07:00:00
FLXN	11.91	-0.3	-2.46	Flexion Therapeutics Announces Preliminary, Unaudited Fourth-Quarter and Full-Year 2020 Results	2021-01-13 07:00:00
GRMN	120.52	-1.5	-1.23	Garmin receives consecutive Supplier of the Year awards from Embraer	2021-01-13 07:00:00
MRKR	1.98	0.06	3.13	Marker Therapeutics Announces Completion of New Manufacturing Facility to Support Clinical Development of MultiTAA-Specific T...	2021-01-13 07:00:00
RY	85.17	-0.14	-0.16	RBC and Rexall Team Up to Reward Canadians for Managing their Health and Wellness	2021-01-13 07:00:00
GFL	29.29	0.21	0.72	GFL Environmental Inc. Sets Date for Full Year 2020 Earnings Release and 2021 Outlook	2021-01-13 07:00:00
HRX	14.56	-0.14	-0.95	Héroux-Devtek Will Hold a Conference Call to Discuss its Fiscal 2021 Third Quarter Results	2021-01-13 07:00:00
LMPX	27.25	-1.88	-6.45	LMP Automotive Holdings, Inc. Revises Atlantic Automotive Groups Acquisition Agreements to a Combination of Cash and LMPX Sto...	2021-01-13 07:00:00
EVH	17.215	0.225	1.32	Evolent Health Enters Agreement with Bright HealthCare for Bright HealthCare to Acquire True Health New Mexico	2021-01-13 07:00:00
HRX	14.56	-0.14	-0.95	Héroux-Devtek tiendra une téléconférence pour discuter des résultats du troisième trimestre de l'exercice 2021	2021-01-13 07:00:00
KOR	2.41	0.015	0.63	Corvus Gold Drills 52.6 Metres @ 1.39 g/t Gold and 111.1 Metres @ 0.80 g/t Gold, Expands New Lynnda Strip Major, Oxide Discov...	2021-01-13 07:00:00
RILY	51.49	4.81	10.3	B. Riley Financial Announces Pricing of Common Stock Offering	2021-01-13 07:00:00
CDXS	23.2	0.8	3.57	Codexis Introduces Improved Enzymes to Further Enhance Tate & Lyle's Stevia and Allulose Production	2021-01-13 07:00:00
MSI	173.84	-0.4	-0.23	Morneau Shepell formule des recommandations sur le projet de loi 59	2021-01-13 07:00:00
RY	85.17	-0.14	-0.16	RBC and Rexall Team Up to Reward Canadians for Managing their Health and Wellness	2021-01-13 07:00:00
GFL	29.29	0.21	0.72	GFL Environmental Inc. Sets Date for Full Year 2020 Earnings Release and 2021 Outlook	2021-01-13 07:00:00
RY	85.17	-0.14	-0.16	RBC et Rexall s'associent pour récompenser les Canadiens qui prennent leur santé et leur bien-être en main	2021-01-13 07:00:00
WLLW	1.26	0.07	5.88	Willow Biosciences Provides Update on Cannabigerol Research Studies and Key Personnel Appointment	2021-01-13 07:00:00
GFL	29.29	0.21	0.72	GFL Environmental Inc. Sets Date for Full Year 2020 Earnings Release and 2021 Outlook	2021-01-13 07:00:00
